0,0.500000000000000,0.000000000000000,0,1,17173512,17173513,1.000000,0.007094
1,0.500000000000000,0.000000000000000,0,1,17173512,805037,21.332575,0.064470
1,0.250000000000000,0.000000000000000,0,2,17173512,1073373,15.999575,0.064909
1,0.125000000000000,0.000000000000000,0,3,17173512,1341709,12.799729,0.069398
1,0.062500000000000,0.000000000000000,0,4,17173512,1610045,10.666480,0.069968
1,0.031250000000000,0.000000000000000,0,5,17173512,1878381,9.142720,0.073688
1,0.015625000000000,0.000000000000000,0,6,17173512,2146717,7.999896,0.073839
1,0.007812500000000,0.000000000000000,0,7,17173512,2415054,7.111026,0.078048
1,0.003906250000000,0.000000000000000,0,8,17173512,2683390,6.399931,0.077543
1,0.001953125000000,0.000000000000000,0,9,17173512,2951726,5.818125,0.081625
1,0.000976562500000,0.000000000000000,0,10,17173512,3220062,5.333286,0.081145
1,0.000488281250000,0.000000000000000,0,11,17173512,3488398,4.923037,0.085169
1,0.000244140625000,0.000000000000000,0,12,17173512,3756734,4.571394,0.084891
1,0.000122070312500,0.000000000000000,0,13,17173512,4025070,4.266637,0.089068
1,0.000061035156250,0.000000000000000,0,14,17173512,4293406,3.999974,0.088588
1,0.000030517578125,0.000000000000000,0,15,17173512,4561743,3.764682,0.093153
2,0.500000000000000,0.000000000000000,0,1,17173512,15868684,1.082227,0.826250
3,0.500000000000000,0.000000000000000,0,1,17173512,3220050,5.333306,0.081937
3,0.250000000000000,0.000000000000000,0,2,17173512,3488386,4.923054,0.086205
3,0.125000000000000,0.000000000000000,0,3,17173512,3756722,4.571409,0.085279
3,0.062500000000000,0.000000000000000,0,4,17173512,4025058,4.266650,0.089515
3,0.031250000000000,0.000000000000000,0,5,17173512,4293394,3.999985,0.088787
3,0.015625000000000,0.000000000000000,0,6,17173512,4561731,3.764692,0.093605
3,0.007812500000000,0.000000000000000,0,7,17173512,4830067,3.555543,0.092464
3,0.003906250000000,0.000000000000000,0,8,17173512,5098403,3.368410,0.097366
3,0.001953125000000,0.000000000000000,0,9,17173512,5366739,3.199990,0.096194
3,0.000976562500000,0.000000000000000,0,10,17173512,5635075,3.047610,0.101171
3,0.000488281250000,0.000000000000000,0,11,17173512,5903411,2.909083,0.100248
3,0.000244140625000,0.000000000000000,0,12,17173512,6171747,2.782601,0.104682
3,0.000122070312500,0.000000000000000,0,13,17173512,6440083,2.666660,0.102918
3,0.000061035156250,0.000000000000000,0,14,17173512,6708420,2.559994,0.108101
3,0.000030517578125,0.000000000000000,0,15,17173512,6976756,2.461533,0.106827
4,0.500000000000000,0.000000000000000,0,1,17173512,14335377,1.197981,0.285836
5,0.500000000000000,0.000000000000000,0,1,17173512,728418,23.576452,0.025905
5,0.250000000000000,0.000000000000000,0,2,17173512,828114,20.738101,0.029433
5,0.125000000000000,0.000000000000000,0,3,17173512,952274,18.034213,0.034261
5,0.062500000000000,0.000000000000000,0,4,17173512,1096690,15.659404,0.039737
5,0.031250000000000,0.000000000000000,0,5,17173512,1256714,13.665410,0.044968
5,0.015625000000000,0.000000000000000,0,6,17173512,1423002,12.068509,0.049417
5,0.007812500000000,0.000000000000000,0,7,17173512,1596090,10.759739,0.053087
5,0.003906250000000,0.000000000000000,0,8,17173512,1778386,9.656797,0.056835
5,0.001953125000000,0.000000000000000,0,9,17173512,1969874,8.718076,0.060913
5,0.000976562500000,0.000000000000000,0,10,17173512,2171962,7.906912,0.064232
5,0.000488281250000,0.000000000000000,0,11,17173512,2386970,7.194691,0.068256
5,0.000244140625000,0.000000000000000,0,12,17173512,2595378,6.616960,0.072851
5,0.000122070312500,0.000000000000000,0,13,17173512,2810842,6.109739,0.076480
5,0.000061035156250,0.000000000000000,0,14,17173512,3034130,5.660111,0.080624
5,0.000030517578125,0.000000000000000,0,15,17173512,3263722,5.261941,0.085422
6,0.500000000000000,0.000000000000000,0,1,17173512,1030226,16.669655,0.031049
6,0.250000000000000,0.000000000000000,0,2,17173512,1199722,14.314576,0.037689
6,0.125000000000000,0.000000000000000,0,3,17173512,1403514,12.236082,0.044965
6,0.062500000000000,0.000000000000000,0,4,17173512,1621842,10.588893,0.052328
6,0.031250000000000,0.000000000000000,0,5,17173512,1855842,9.253758,0.059418
6,0.015625000000000,0.000000000000000,0,6,17173512,2104850,8.159019,0.066886
6,0.007812500000000,0.000000000000000,0,7,17173512,2367226,7.254699,0.074107
6,0.003906250000000,0.000000000000000,0,8,17173512,2635562,6.516072,0.079985
6,0.001953125000000,0.000000000000000,0,9,17173512,2904922,5.911867,0.085350
6,0.000976562500000,0.000000000000000,0,10,17173512,3173634,5.411308,0.089709
6,0.000488281250000,0.000000000000000,0,11,17173512,3442042,4.989338,0.093951
6,0.000244140625000,0.000000000000000,0,12,17173512,3710370,4.628517,0.098102
6,0.000122070312500,0.000000000000000,0,13,17173512,3978674,4.316391,0.101777
6,0.000061035156250,0.000000000000000,0,14,17173512,4246970,4.043709,0.105659
6,0.000030517578125,0.000000000000000,0,15,17173512,4515266,3.803433,0.109622
